Vehicle condition,Category,Vehicle Number,Origin,Mileage,Cubic Capacity,Power,Fuel,Number of Seats,Door Count,Transmission,Emission Class,Emissions Sticker,First Registration,HU,Climatisation,Parking sensors,Airbags,Colour (Manufacturer),Colour,Interior Design,price,Make,Number of Vehicle Owners,Cylinders
"Used vehicle, Accident-free",Cabriolet / Roadster,2329918,,100400.0,1798.0,132.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),05/2016,New,Automatic air conditioning,Rear,Front and Side and More Airbags,gletscherweiss,White Metallic,"Alcantara, Black",21990.0,Audi,,4.0
Used vehicle,Sports Car / Coupe,216,,96606.0,1984.0,200.0,Petrol,4.0,2/3,Automatic,,4 (Green),09/2013,New,Automatic air conditioning,,Front and Side Airbags,Samoaorange Metallic,Orange Metallic,"Full leather, Black",20900.0,Audi,,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,99900.0,1984.0,140.0,Petrol,5.0,4/5,Manual gearbox,,,11/2016,New,"Automatic climatisation, 3 zones","Front, Rear, Camera",Front and Side and More Airbags,Brillantschwarz,Black Metallic,"Cloth, Black",19990.0,Audi,,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,German edition,116900.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),06/2016,06/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Florettsilber Metallic,Silver Metallic,"Alcantara, Black",17890.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Saloon,25,German edition,96000.0,1984.0,221.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2014,10/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Brillantrot,Red,"Alcantara, Other",23890.0,Audi,2.0,4.0
Used vehicle,Cabriolet / Roadster,WAUZZZ8FXCN011764,German edition,95000.0,1984.0,155.0,Petrol,4.0,2/3,Automatic,Euro5,4 (Green),04/2012,,Automatic air conditioning,Rear,Front and Side Airbags,Daytonagrau Perleffekt,Grey Metallic,"Part leather, Black",19999.0,Audi,2.0,
"Used vehicle, Accident-free",Saloon,012910,German edition,87939.0,1984.0,165.0,Petrol,4.0,4/5,Manual gearbox,Euro6,4 (Green),08/2013,,"Automatic climatisation, 3 zones","Camera, Front, Rear",Front and Side and More Airbags,Phantomschwarz Perleffekt,Black Metallic,"Part leather, Black",18990.0,Audi,1.0,4.0
Used vehicle,Cabriolet / Roadster,,German edition,90270.0,1798.0,132.0,Petrol,5.0,2/3,Manual gearbox,Euro6,4 (Green),09/2014,09/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side Airbags,Misanorot Perleffekt,Red,"Full leather, Other",16500.0,Audi,,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,93300.0,1984.0,125.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),03/2014,New,Automatic air conditioning,"Camera, Rear",Front and Side and More Airbags,Phantomschwarz Perleffekt,Black Metallic,"Cloth, Black",18500.0,Audi,1.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,11967517,,108000.0,3197.0,199.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),07/2010,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,,White Metallic,"Full leather, Brown",17850.0,Audi,,6.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,GR153***,German edition,75155.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,,02/2017,05/2026,"Automatic climatisation, 2 zones","Rear, Camera",Front and Side and More Airbags,Tangorot Metallic,Red Metallic,"Full leather, Black",19980.0,Audi,2.0,4.0
Used vehicle,Sports Car / Coupe,3-127,,100000.0,2967.0,210.0,Diesel,4.0,2/3,Automatic,Euro6,4 (Green),03/2015,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Part leather, Black",21990.0,Audi,,6.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,12,German edition,110000.0,1984.0,165.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2013,08/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Teakbraun Metallic,Brown Metallic,"Part leather, Black",19990.0,Audi,1.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,,95310.0,2480.0,228.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),08/2014,New,"Automatic climatisation, 2 zones","Camera, Rear, Front",Front and Side and More Airbags,,Black Metallic,"Full leather, Black",24950.0,Audi,3.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,99000.0,2995.0,245.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),01/2015,New,"Automatic climatisation, 2 zones",,Front and Side Airbags,Daytonagrau Perleffekt,Grey Metallic,"Full leather, Black",23499.0,Audi,,
Used vehicle,Cabriolet / Roadster,1388-006,,92705.0,2967.0,180.0,Diesel,4.0,2/3,Automatic,Euro5,4 (Green),04/2015,New,"Automatic climatisation, 3 zones",Rear,Front and Side Airbags,mythosschwarz,Black Metallic,"Full leather, Black",23680.0,Audi,,6.0
"Used vehicle, Accident-free",Saloon,PHI084,German edition,92700.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2014,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Alcantara, Black",17440.0,Audi,1.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,C-63,German edition,70860.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),09/2015,05/2026,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Hainanblau Metallic,Blue Metallic,"Cloth, Black",17500.0,Audi,3.0,4.0
"Used vehicle, Accident-free",Sports Car / Coupe,,,97000.0,1968.0,130.0,Diesel,4.0,4/5,Automatic,Euro5,4 (Green),03/2015,New,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Alcantara, Black",24490.0,Audi,2.0,
Used vehicle,Saloon,A000819,German edition,93818.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6c,4 (Green),01/2018,04/2025,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Florettsilber Metallic,Silver Metallic,"Cloth, Black",16930.0,Audi,2.0,
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,112000.0,1984.0,155.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),08/2014,New,Automatic air conditioning,Rear,Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Full leather, Black",20990.0,Audi,1.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,2571,German edition,62000.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro 6e,4 (Green),03/2022,New,Automatic air conditioning,"Rear, Front, Camera",Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Other, Black",23900.0,Audi,1.0,4.0
Used vehicle,Saloon,159,German edition,78400.0,1968.0,110.0,Diesel,5.0,4/5,Automatic,Euro5,4 (Green),11/2013,,Automatic air conditioning,Rear,Driver Airbag,Phantomschwarz Perleffekt,Black Metallic,"Part leather, Black",18880.0,Audi,,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,113,German edition,75000.0,1984.0,169.0,Petrol,2.0,2/3,Manual gearbox,Euro6,4 (Green),06/2017,07/2025,A/C (man.),Rear,Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Alcantara, Black",23850.0,Audi,1.0,4.0
Used vehicle,Cabriolet / Roadster,,,95000.0,1395.0,110.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),02/2017,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Part leather, Black",21500.0,Audi,,4.0
Used vehicle,Sports Car / Coupe,G1002725GS,German edition,94900.0,1968.0,135.0,Diesel,2.0,2/3,Manual gearbox,Euro6,4 (Green),06/2015,08/2026,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Nanograu-Metallic,Grey Metallic,"Alcantara, Black",22490.0,Audi,1.0,
Used vehicle,Estate Car,,German edition,99727.0,1798.0,125.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2014,06/2026,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Brillantschwarz,Black Metallic,"Part leather, Black",16990.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,12412-24_54879,,85450.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),02/2018,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Tangorot Metallic -92-,Red Metallic,"Alcantara, Black",21850.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Sports Car / Coupe,,German edition,75000.0,1984.0,228.0,Petrol,2.0,2/3,Automatic,Euro6,4 (Green),04/2015,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Tangorot Metallic,Red Metallic,"Alcantara, Black",30000.0,Audi,,
Used vehicle,Estate Car,HA148096,German edition,86586.0,1984.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),03/2017,03/2026,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,Matadorrot Metallic,Red Metallic,"Cloth, Grey",22980.0,Audi,3.0,
Used vehicle,Estate Car,45,German edition,112500.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),04/2016,New,"Automatic climatisation, 3 zones","Camera, Rear, Front",Front and Side and More Airbags,,Grey Metallic,"Alcantara, Black",22950.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,236-471,German edition,73100.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2017,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,daytonagrau ,Grey Metallic,"Part leather, Black",22880.0,Audi,,4.0
Used vehicle,Saloon,,German edition,87000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),01/2016,05/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Shirazrot ,Red Metallic,"Cloth, Black",17990.0,Audi,,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,9781-25_57365,,97133.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2018,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Part leather, Black",23850.0,Audi,1.0,4.0
Used vehicle,Estate Car,0135D,German edition,87508.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),10/2016,New,Automatic air conditioning,"Self-steering systems, Rear, Front, 360° camera",Front and Side and More Airbags,Mondscheinblau Metallic,Blue Metallic,"Alcantara, Black",23950.0,Audi,,
"Used vehicle, Accident-free",Cabriolet / Roadster,,,103412.0,1968.0,135.0,Diesel,2.0,2/3,Manual gearbox,Euro6,4 (Green),05/2015,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Brillantschwarz,Black Metallic,"Part leather, Black",22990.0,Audi,,4.0
Used vehicle,Saloon,B951_10263,,84678.0,1395.0,92.0,Petrol,5.0,2/3,Automatic,Euro6,4 (Green),09/2016,01/2026,Automatic air conditioning,Rear,Front and Side and More Airbags,Myth Black Metallic,,Cloth,14450.0,Audi,2.0,
Used vehicle,Saloon,,German edition,112645.0,1984.0,162.0,Petrol,5.0,4/5,Automatic,Euro4,4 (Green),01/2016,06/2026,"Automatic climatisation, 2 zones","Rear, Camera, Front",Front and Side and More Airbags,weiß,White Metallic,"Alcantara, Black",18780.0,Audi,2.0,
Used vehicle,Cabriolet / Roadster,,,97000.0,1984.0,155.0,Petrol,4.0,2/3,Automatic,Euro5,4 (Green),03/2013,03/2026,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Part leather, Black",19990.0,Audi,2.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,95000.0,1984.0,221.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),10/2015,10/2024,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Alcantara, Black",25900.0,Audi,1.0,
Used vehicle,Estate Car,,,103500.0,1798.0,125.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2015,New,"Automatic climatisation, 3 zones",Rear,Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Other, Other",16999.0,Audi,,4.0
Used vehicle,Estate Car,,German edition,99656.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),02/2017,03/2026,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Scubablau Metallic,Blue Metallic,"Cloth, Black",19990.0,Audi,,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,,,91028.0,1798.0,125.0,Petrol,4.0,2/3,Manual gearbox,Euro5,4 (Green),03/2015,New,Automatic air conditioning,"Rear, Front",Front and Side Airbags,Mythosschwarz Metallic,Black Metallic,"Alcantara, Black",18900.0,Audi,2.0,
"Used vehicle, Accident-free",Saloon,,,109000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),01/2016,New,"Automatic climatisation, 4 zones","Rear, Front, Self-steering systems",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Part leather, Other",17950.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Estate Car,14411,German edition,106236.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),07/2016,New,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,ibisweiÃ,White,"Alcantara, Black",20395.0,Audi,1.0,
Used vehicle,Sports Car / Coupe,,German edition,140025.0,1390.0,136.0,Petrol,4.0,2/3,Automatic,Euro5,4 (Green),09/2011,New,,Rear,Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Full leather, Black",11400.0,Audi,2.0,4.0
Used vehicle,Sports Car / Coupe,Audi  TT Coupe,German edition,99521.0,1984.0,224.0,Petrol,4.0,2/3,Manual gearbox,,,04/2015,New,Automatic air conditioning,Rear,Front and Side and More Airbags,NANO GRAU,Grey Metallic,"Part leather, Black",26950.0,Audi,2.0,
Used vehicle,Sports Car / Coupe,,,97600.0,1984.0,155.0,Petrol,2.0,2/3,Automatic,Euro6,4 (Green),04/2014,New,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Alcantara, Black",19650.0,Audi,,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,09895,German edition,72691.0,1984.0,125.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),07/2013,07/2026,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Eissilber Metallic,Silver Metallic,"Cloth, Black",15499.0,Audi,1.0,4.0
Used vehicle,Cabriolet / Roadster,N007908,German edition,65980.0,1798.0,130.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),04/2016,02/2025,Automatic air conditioning,Rear,Front and Side and More Airbags,Mythosschwarz Metallic/Schwarz,Black Metallic,"Cloth, Black",20460.0,Audi,2.0,
Used vehicle,Saloon,6,German edition,93793.0,1984.0,185.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2016,,Automatic air conditioning,"Camera, Rear, Front",Front and Side and More Airbags,Manhattangrau Metallic,Grey Metallic,"Cloth, Black",19990.0,Audi,,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,75751,EU edition,109000.0,1798.0,125.0,Petrol,4.0,2/3,Automatic,,,03/2014,,Automatic air conditioning,"Rear, Front",Front Airbags,,Black,"Part leather, Black",21900.0,Audi,,
"Used vehicle, Accident-free",Saloon,82,German edition,93000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2014,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Misanorot Perleffekt,Red Metallic,"Cloth, Black",16990.0,Audi,2.0,4.0
Used vehicle,Cabriolet / Roadster,,,89950.0,1984.0,185.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),10/2017,New,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,Mondscheinblau Metallic,Blue Metallic,"Alcantara, Black",27490.0,Audi,,4.0
Used vehicle,Cabriolet / Roadster,030,,107428.0,1798.0,125.0,Petrol,4.0,2/3,Manual gearbox,Euro6,4 (Green),03/2014,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Ibisweiß,White,"Alcantara, Black",20950.0,Audi,,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,048170-8,,85560.0,1984.0,221.0,Petrol,5.0,2/3,Automatic,,4 (Green),09/2014,New,Automatic air conditioning,"Front, Rear",Front and Side Airbags, Gletscherweiß Metallic ,White Metallic,"Alcantara, Black",24380.0,Audi,3.0,4.0
Used vehicle,Cabriolet / Roadster,16,German edition,109990.0,1984.0,147.0,Petrol,2.0,2/3,Manual gearbox,Euro4,4 (Green),04/2007,04/2026,Automatic air conditioning,,Front and Side Airbags,,Grey Metallic,"Alcantara, Black",9999.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,21770,German edition,110600.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2016,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Monsungrau Metallic,Grey Metallic,"Cloth, Black",15830.0,Audi,1.0,
Used vehicle,Saloon,HHN-114087,German edition,83530.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,1 (None),08/2018,01/2026,A/C (man.),Rear,Front and Side and More Airbags,Daytonagrau Perleffekt,Grey,"Part leather, Black",19850.0,Audi,1.0,4.0
Used vehicle,Estate Car,SGH-SGH057255,German edition,163783.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),09/2016,New,"Automatic climatisation, 3 zones","Front, Rear, Self-steering systems, 360° camera",Front and Side Airbags,Monsungrau Metallic,Grey Metallic,"Full leather, Grey",20889.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,1548978,German edition,81048.0,1984.0,200.0,Petrol,2.0,2/3,Manual gearbox,Euro5,4 (Green),03/2012,,Automatic air conditioning,Rear,Front Airbags,Phantomschwarz Perleffekt,Black Metallic,"Full leather, Black",23500.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Saloon,,German edition,89500.0,1984.0,221.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2015,07/2026,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Alcantara, Black",26462.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,GW021565,German edition,98047.0,1498.0,110.0,Petrol,4.0,2/3,Manual gearbox,Euro6d-TEMP,,02/2019,08/2026,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Cloth, Black",22990.0,Audi,2.0,
"Used vehicle, Accident-free",Saloon,9748-24_54860,,110500.0,1968.0,110.0,Diesel,5.0,4/5,Manual gearbox,Euro6,4 (Green),08/2015,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Alcantara, Black",18990.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,,,109115.0,1984.0,200.0,Petrol,2.0,2/3,Automatic,Euro5,,11/2012,09/2025,Automatic air conditioning,Rear,,,Black Metallic,"Full leather, Black",19298.0,Audi,3.0,
"Used vehicle, Accident-free",Saloon,2024-482,,67500.0,1984.0,140.0,Petrol,5.0,2/3,Automatic,Euro6,4 (Green),06/2017,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Other, Black",19975.0,Audi,,4.0
Used vehicle,Saloon,,,58813.0,1984.0,170.0,Petrol,4.0,4/5,Manual gearbox,Euro6,4 (Green),10/2014,New,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Sepangblau Perleffekt,Blue Metallic,"Part leather, Black",21999.0,Audi,1.0,4.0
Used vehicle,Estate Car,1511-067,German edition,95508.0,1984.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2018,New,"Automatic climatisation, 3 zones","360° camera, Front, Rear, Self-steering systems",Front and Side and More Airbags,daytonagrau ,Grey Metallic,"Full leather, Black",28880.0,Audi,,4.0
"Used vehicle, Accident-free",Sports Car / Coupe,,German edition,95000.0,1984.0,169.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),05/2016,,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,,23900.0,Audi,2.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,,99000.0,1798.0,132.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),02/2016,06/2026,"Automatic climatisation, 2 zones","Rear, Front, Self-steering systems",Front and Side and More Airbags,,Grey Metallic,"Alcantara, Grey",20500.0,Audi,2.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,82000.0,1798.0,118.0,Petrol,2.0,2/3,Manual gearbox,Euro5,4 (Green),04/2014,05/2025,Automatic air conditioning,Rear,Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Alcantara, Black",18980.0,Audi,3.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,37,German edition,102000.0,1984.0,165.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),01/2014,,Automatic air conditioning,"Rear, Front",Front and Side Airbags,Ibisweiß,White,"Full leather, Black",17700.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,German edition,87859.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),04/2014,05/2026,Automatic air conditioning,"Front, Self-steering systems, Camera, Rear",Front and Side and More Airbags,Eissilber Metallic,Silver Metallic,"Cloth, Other",17990.0,Audi,2.0,4.0
